                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.92046,                 0.9518,                 1.0769,                0.59269,                  0.657,                0.61103,                0.45551,                 1.0118,                 1.1837,                 1.0803,              0.0087979,              0.0087979,              0.0087979
                     87,                0.92367,                0.95262,                 1.0771,                0.60138,                0.64372,                0.61416,                 0.4575,                 1.0042,                 1.1669,                 1.0754,              0.0087837,              0.0087837,              0.0087837
                     88,                 0.9176,                0.93777,                 1.0757,                0.62351,                0.64493,                0.62469,                0.46535,                0.99278,                 1.1107,                 1.0724,              0.0087696,              0.0087696,              0.0087696
                     89,                0.90889,                0.93727,                 1.0671,                0.61215,                0.62617,                0.60905,                0.46269,                 0.9849,                 1.1208,                 1.0642,              0.0087554,              0.0087554,              0.0087554
                     90,                0.92471,                0.98541,                 1.0763,                0.64437,                0.61473,                0.62835,                0.47181,                0.97693,                 1.1519,                 1.0642,              0.0087413,              0.0087413,              0.0087413
                     91,                 0.9129,                0.92743,                 1.0702,                0.61627,                0.66184,                0.62172,                0.46454,                0.99214,                 1.1117,                 1.0657,              0.0087271,              0.0087271,              0.0087271
                     92,                0.91925,                  0.945,                 1.0702,                0.63393,                0.62742,                0.61883,                0.46728,                0.98198,                 1.1248,                 1.0712,               0.008713,               0.008713,               0.008713
                     93,                0.91144,                0.94467,                 1.0692,                0.61852,                0.61781,                0.60117,                0.45149,                0.99088,                 1.2106,                  1.081,              0.0086989,              0.0086989,              0.0086989
                     94,                0.91363,                0.94903,                 1.0705,                0.63053,                0.65519,                0.62709,                 0.4738,                0.97664,                 1.1181,                 1.0723,              0.0086847,              0.0086847,              0.0086847
                     95,                0.91295,                0.93684,                 1.0621,                0.61164,                  0.657,                0.62834,                0.47134,                0.98551,                  1.087,                 1.0727,              0.0086706,              0.0086706,              0.0086706
                     96,                 0.9199,                0.95196,                 1.0716,                0.61409,                 0.6198,                0.60381,                0.45481,                0.99227,                 1.1463,                 1.0652,              0.0086564,              0.0086564,              0.0086564
                     97,                0.89666,                0.93777,                 1.0658,                0.59135,                0.64054,                0.59328,                0.44716,                0.97469,                  1.183,                  1.064,              0.0086423,              0.0086423,              0.0086423
                     98,                0.92109,                0.95225,                 1.0735,                0.62372,                0.62017,                0.61257,                 0.4624,                 0.9945,                 1.1422,                 1.0802,              0.0086281,              0.0086281,              0.0086281
                     99,                0.91661,                0.93733,                 1.0786,                0.62054,                0.64493,                0.61655,                0.46465,                0.97825,                 1.1884,                 1.0746,               0.008614,               0.008614,               0.008614
                    100,                0.91064,                0.94272,                 1.0727,                0.64753,                0.60266,                0.61792,                0.46278,                0.99147,                 1.1275,                 1.0836,              0.0085999,              0.0085999,              0.0085999
                    101,                0.90548,                0.91836,                 1.0663,                0.63673,                0.63829,                0.62999,                0.47683,                0.97525,                 1.1129,                 1.0638,              0.0085857,              0.0085857,              0.0085857
                    102,                 0.9092,                0.93976,                 1.0679,                0.63766,                0.65143,                0.63449,                0.48162,                0.95135,                 1.0675,                 1.0541,              0.0085716,              0.0085716,              0.0085716
                    103,                0.90976,                0.92563,                 1.0679,                0.61976,                0.62379,                 0.6193,                0.47235,                0.96965,                 1.1262,                 1.0685,              0.0085574,              0.0085574,              0.0085574
                    104,                0.92181,                  0.958,                 1.0714,                0.60247,                0.65882,                0.62694,                0.46919,                0.96821,                 1.1233,                 1.0624,              0.0085433,              0.0085433,              0.0085433
                    105,                0.90702,                0.92795,                 1.0665,                0.61313,                0.65882,                0.63842,                0.48531,                0.94954,                 1.1376,                 1.0509,              0.0085291,              0.0085291,              0.0085291
                    106,                0.90296,                 0.9239,                 1.0728,                0.61049,                0.62561,                0.61819,                0.47199,                0.93295,                 1.1063,                 1.0409,               0.008515,               0.008515,               0.008515
                    107,                0.90031,                 0.9201,                 1.0636,                0.63687,                0.62319,                0.63354,                0.47751,                0.95799,                 1.1069,                 1.0616,              0.0085009,              0.0085009,              0.0085009
                    108,                0.90485,                0.92165,                 1.0587,                0.62247,                0.64917,                0.64045,                0.48545,                0.93644,                  1.149,                 1.0377,              0.0084867,              0.0084867,              0.0084867
                    109,                 0.9039,                0.93036,                 1.0594,                0.59658,                0.65278,                0.63234,                0.48095,                0.94038,                 1.1238,                 1.0467,              0.0084726,              0.0084726,              0.0084726
                    110,                0.89739,                0.89681,                 1.0587,                0.60404,                0.66727,                0.63732,                0.48268,                0.94273,                 1.0497,                 1.0428,              0.0084584,              0.0084584,              0.0084584
                    111,                0.89365,                0.89478,                 1.0644,                0.61961,                0.65399,                0.64045,                0.48842,                0.94048,                 1.0659,                 1.0385,              0.0084443,              0.0084443,              0.0084443
                    112,                0.90677,                0.93176,                 1.0671,                0.64112,                0.64915,                0.64954,                0.49082,                0.93475,                 1.0653,                 1.0386,              0.0084301,              0.0084301,              0.0084301
                    113,                0.90751,                0.92935,                 1.0685,                0.61079,                0.66903,                0.63839,                0.48013,                0.93825,                 1.0706,                 1.0385,               0.008416,               0.008416,               0.008416
                    114,                0.91754,                0.91556,                 1.0723,                0.61615,                0.67562,                0.64555,                0.48463,                0.94856,                 1.0801,                 1.0545,              0.0084019,              0.0084019,              0.0084019
                    115,                0.91799,                0.94018,                 1.0723,                0.61496,                0.64674,                0.63749,                0.47881,                0.94937,                 1.0815,                 1.0472,              0.0083877,              0.0083877,              0.0083877
                    116,                0.89091,                0.90315,                 1.0597,                0.62845,                0.67029,                0.65074,                0.48985,                0.94192,                 1.0473,                 1.0395,              0.0083736,              0.0083736,              0.0083736
                    117,                0.90854,                0.90498,                 1.0618,                0.66325,                0.63587,                0.64606,                0.49022,                0.93681,                 1.0294,                 1.0362,              0.0083594,              0.0083594,              0.0083594
                    118,                0.89116,                0.91046,                 1.0644,                0.63617,                0.65675,                0.64766,                0.48855,                 0.9545,                 1.0319,                 1.0465,              0.0083453,              0.0083453,              0.0083453
                    119,                0.91556,                0.92368,                 1.0747,                0.62784,                0.65157,                0.64434,                0.49218,                 0.9315,                 1.0384,                 1.0414,              0.0083311,              0.0083311,              0.0083311
                    120,                0.89865,                0.93459,                 1.0688,                0.61769,                0.68978,                0.65055,                 0.4884,                0.94475,                 1.0769,                 1.0468,               0.008317,               0.008317,               0.008317
                    121,                0.90825,                0.92131,                 1.0698,                 0.6241,                0.64976,                0.63816,                0.48911,                0.94515,                 1.0928,                 1.0474,              0.0083029,              0.0083029,              0.0083029
                    122,                0.90558,                0.91188,                 1.0642,                0.63256,                0.65399,                 0.6487,                 0.4982,                0.91969,                 1.0573,                 1.0393,              0.0082887,              0.0082887,              0.0082887
                    123,                0.88148,                0.90064,                 1.0518,                0.67528,                0.66969,                 0.6628,                0.50088,                0.92598,                 1.0335,                 1.0398,              0.0082746,              0.0082746,              0.0082746
                    124,                0.90526,                0.92088,                 1.0668,                0.64793,                0.66486,                0.65899,                0.50155,                0.92649,                 1.0803,                 1.0417,              0.0082604,              0.0082604,              0.0082604
                    125,                0.90305,                0.89939,                 1.0598,                0.64875,                0.67814,                0.65807,                0.49586,                0.92941,                 1.0479,                 1.0388,              0.0082463,              0.0082463,              0.0082463
                    126,                0.89038,                0.90492,                 1.0595,                  0.613,                0.67338,                0.64635,                0.48917,                0.92276,                 1.0649,                 1.0264,              0.0082321,              0.0082321,              0.0082321
                    127,                0.88228,                0.89115,                  1.056,                0.63315,                0.65942,                0.65414,                0.48915,                0.94521,                 1.0854,                 1.0428,               0.008218,               0.008218,               0.008218
                    128,                0.90508,                0.91545,                 1.0592,                0.63083,                0.67089,                0.65018,                0.49258,                0.92543,                 1.0218,                  1.027,              0.0082039,              0.0082039,              0.0082039
                    129,                0.88729,                0.89727,                 1.0571,                0.62059,                0.67391,                0.66119,                0.49389,                0.92816,                 1.0112,                 1.0305,              0.0081897,              0.0081897,              0.0081897
                    130,                0.88032,                 0.8992,                 1.0601,                0.63901,                0.67512,                0.66266,                0.49957,                0.93242,                  1.016,                 1.0324,              0.0081756,              0.0081756,              0.0081756
                    131,                0.90321,                0.90059,                 1.0639,                0.63026,                0.66063,                0.66395,                0.50075,                0.93032,                 1.0462,                 1.0375,              0.0081614,              0.0081614,              0.0081614
                    132,                0.89682,                0.90063,                 1.0655,                0.62271,                 0.6598,                0.65677,                0.49333,                0.93229,                 1.0493,                 1.0405,              0.0081473,              0.0081473,              0.0081473
                    133,                0.91653,                 0.9033,                  1.067,                0.60508,                 0.6715,                0.64484,                0.48865,                0.92351,                 1.0754,                 1.0366,              0.0081331,              0.0081331,              0.0081331
